audio_path,reference,prediction,source,duration_seconds,speaker_id,audio_cluster,split,cluster_metadata,text_cluster,duration_seconds_metadata,speaker_id_metadata,split_metadata,transcript,sample_wer,sample_cer,reference_word_count,prediction_word_count,reference_char_count,prediction_char_count,duration_bucket,dominant_error,num_substitutions,num_deletions,num_insertions,num_word_edits
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_28030644.mp3,fiți ambițioasă și noi vă vom sprijini,piți ambitioasă și noi vă vom sprijini,common_voice,4.723,cv_e5a9205892c5e9638c90343396df8695462727a15c780daa8ccbac96aaf5404adf4f9d8bbfe7865a279226128ad0dbcf4427de5a131d5b988a53a471583b1ba4,1,test,1,3,4.723,cv_e5a9205892c5e9638c90343396df8695462727a15c780daa8ccbac96aaf5404adf4f9d8bbfe7865a279226128ad0dbcf4427de5a131d5b988a53a471583b1ba4,test,fiți ambițioasă și noi vă vom sprijini,0.2857142857142857,0.05263157894736842,7,7,38,38,medium_3_6s,substitution,2,0,0,2
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36928985.mp3,aceste tulburări au loc și mai frecvent acum,aceste tulburări au loc și mai frecquent acum,common_voice,4.723,cv_eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b,2,test,2,3,4.723,cv_eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b,test,aceste tulburări au loc și mai frecvent acum,0.125,0.045454545454545456,8,8,44,45,medium_3_6s,substitution,1,0,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26972328.mp3,judecătorii vor continua protestele până la cinci octombrie,judecătorii vor continua protestele până la cinci octombrie,common_voice,5.66,cv_ece96f35f70df144e4e13d873e55706e04cc73a73512ddd9d27e9fcec5e7bfd57fdd48ec6053e7545154d6dc1873be4a8fd04c64f5c946ee246722fbc76200bd,2,test,2,3,5.66,cv_ece96f35f70df144e4e13d873e55706e04cc73a73512ddd9d27e9fcec5e7bfd57fdd48ec6053e7545154d6dc1873be4a8fd04c64f5c946ee246722fbc76200bd,test,judecătorii vor continua protestele până la cinci octombrie,0.0,0.0,8,8,59,59,medium_3_6s,none,0,0,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36910902.mp3,oare este prea mult sau prea puțin,oare este prea mult sau prea puțin,common_voice,3.284,cv_25ec696cfffba24d36797e469717e728915560052ae2deedd479ecd99c99d2bcc89aa4e331f91a657b19ab8a12bfb2b25792cb1840aa86201f8390621bbca313,1,test,1,0,3.284,cv_25ec696cfffba24d36797e469717e728915560052ae2deedd479ecd99c99d2bcc89aa4e331f91a657b19ab8a12bfb2b25792cb1840aa86201f8390621bbca313,test,oare este prea mult sau prea puțin,0.0,0.0,7,7,34,34,medium_3_6s,none,0,0,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36910903.mp3,aceasta ne ghidează în alegerea voturilor noastre,aceasta ne ghiidează în alegeria voturilor noastre,common_voice,3.716,cv_25ec696cfffba24d36797e469717e728915560052ae2deedd479ecd99c99d2bcc89aa4e331f91a657b19ab8a12bfb2b25792cb1840aa86201f8390621bbca313,1,test,1,3,3.716,cv_25ec696cfffba24d36797e469717e728915560052ae2deedd479ecd99c99d2bcc89aa4e331f91a657b19ab8a12bfb2b25792cb1840aa86201f8390621bbca313,test,aceasta ne ghidează în alegerea voturilor noastre,0.2857142857142857,0.04081632653061224,7,7,49,50,medium_3_6s,substitution,2,0,0,2
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_23862620.mp3,cât suntem dispuși să punem pe masă,cât suntem dispuși să punem pe masa,common_voice,4.422,cv_2e310539ade7da7d4d13341c6835ad5da54adfb69a1a17b0db32d6c9bd4038e7dcfeb720cb380f3583a85c45b80c2d49908af92763a994f8526be06990a25c25,0,test,0,3,4.422,cv_2e310539ade7da7d4d13341c6835ad5da54adfb69a1a17b0db32d6c9bd4038e7dcfeb720cb380f3583a85c45b80c2d49908af92763a994f8526be06990a25c25,test,cât suntem dispuși să punem pe masă,0.14285714285714285,0.02857142857142857,7,7,35,35,medium_3_6s,substitution,1,0,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_27897194.mp3,acesta este drumul spre haos și conflicte,acesta este drumul spre haus și conflicte,common_voice,4.795,cv_2e310539ade7da7d4d13341c6835ad5da54adfb69a1a17b0db32d6c9bd4038e7dcfeb720cb380f3583a85c45b80c2d49908af92763a994f8526be06990a25c25,0,test,0,0,4.795,cv_2e310539ade7da7d4d13341c6835ad5da54adfb69a1a17b0db32d6c9bd4038e7dcfeb720cb380f3583a85c45b80c2d49908af92763a994f8526be06990a25c25,test,acesta este drumul spre haos și conflicte,0.14285714285714285,0.024390243902439025,7,7,41,41,medium_3_6s,substitution,1,0,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_37808198.mp3,așadar am fost foarte activi în acest sens,așadar am fost foarte activ în acest senci,common_voice,5.155,cv_4a609cc1840fdc11255e5e57565ebdce23fbdd430963c5f8fcda197c8175f3b56a326e10d1ac3345e8c7cd0f9311fa8fc4aad37d0df57c7323f0c181682fb03a,2,test,2,3,5.155,cv_4a609cc1840fdc11255e5e57565ebdce23fbdd430963c5f8fcda197c8175f3b56a326e10d1ac3345e8c7cd0f9311fa8fc4aad37d0df57c7323f0c181682fb03a,test,așadar am fost foarte activi în acest sens,0.25,0.07142857142857142,8,8,42,42,medium_3_6s,substitution,2,0,0,2
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_37808200.mp3,apoi mai este problema persoanelor care returnate,apoi mai este problema persoanelor carei returnate,common_voice,5.984,cv_4a609cc1840fdc11255e5e57565ebdce23fbdd430963c5f8fcda197c8175f3b56a326e10d1ac3345e8c7cd0f9311fa8fc4aad37d0df57c7323f0c181682fb03a,2,test,2,0,5.984,cv_4a609cc1840fdc11255e5e57565ebdce23fbdd430963c5f8fcda197c8175f3b56a326e10d1ac3345e8c7cd0f9311fa8fc4aad37d0df57c7323f0c181682fb03a,test,apoi mai este problema persoanelor care returnate,0.14285714285714285,0.02040816326530612,7,7,49,50,medium_3_6s,substitution,1,0,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26991235.mp3,întrebarea nu are deocamdată răspuns,intrebarea nu are deocamdată răspuns,common_voice,3.752,cv_5b47bc20aa90689e31e67c5cbd8a079a07df3fd4bab8dc322a6fc4f0ee2cd3f185bd2bd164901fa8f7d0c4ef4587b5c7b89db32be7609e6b679f08f1feddd0ef,1,test,1,3,3.752,cv_5b47bc20aa90689e31e67c5cbd8a079a07df3fd4bab8dc322a6fc4f0ee2cd3f185bd2bd164901fa8f7d0c4ef4587b5c7b89db32be7609e6b679f08f1feddd0ef,test,întrebarea nu are deocamdată răspuns,0.2,0.027777777777777776,5,5,36,36,medium_3_6s,substitution,1,0,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26991286.mp3,care este domeniul de aplicare a evaluării,care este domeniul de aplicare a evaluării,common_voice,4.58,cv_5b47bc20aa90689e31e67c5cbd8a079a07df3fd4bab8dc322a6fc4f0ee2cd3f185bd2bd164901fa8f7d0c4ef4587b5c7b89db32be7609e6b679f08f1feddd0ef,1,test,1,0,4.58,cv_5b47bc20aa90689e31e67c5cbd8a079a07df3fd4bab8dc322a6fc4f0ee2cd3f185bd2bd164901fa8f7d0c4ef4587b5c7b89db32be7609e6b679f08f1feddd0ef,test,care este domeniul de aplicare a evaluării,0.0,0.0,7,7,42,42,medium_3_6s,none,0,0,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_37632441.mp3,prin urmare am sprijinit acest raport,prin urmare am sprijinit acest raport,common_voice,5.191,cv_afc1285e9df3a48f642f25e3d9b7964568612ea9a289db00426c62a72fa9ef4f85ae509fa7b16044260d912741edf2dcc01c8f31d91dd82cf9aaf41e16606df8,0,test,0,3,5.191,cv_afc1285e9df3a48f642f25e3d9b7964568612ea9a289db00426c62a72fa9ef4f85ae509fa7b16044260d912741edf2dcc01c8f31d91dd82cf9aaf41e16606df8,test,prin urmare am sprijinit acest raport,0.0,0.0,6,6,37,37,medium_3_6s,none,0,0,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_37632444.mp3,nu este o lecție de drept,nu este o lecție de drept,common_voice,3.679,cv_afc1285e9df3a48f642f25e3d9b7964568612ea9a289db00426c62a72fa9ef4f85ae509fa7b16044260d912741edf2dcc01c8f31d91dd82cf9aaf41e16606df8,1,test,1,0,3.679,cv_afc1285e9df3a48f642f25e3d9b7964568612ea9a289db00426c62a72fa9ef4f85ae509fa7b16044260d912741edf2dcc01c8f31d91dd82cf9aaf41e16606df8,test,nu este o lecție de drept,0.0,0.0,6,6,25,25,medium_3_6s,none,0,0,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26958087.mp3,două situații necesită o abordare diferită,două situații necesită o abordare diferită,common_voice,5.263,cv_e2dadcb554998639b5ed4a4426f89e9c2e539b8349dac819fc92ec7430990d4ee13ed0b76d1c80a5d21b9b007d51f6d1a69dcece3cc872a91d53201aee7538d0,2,test,2,3,5.263,cv_e2dadcb554998639b5ed4a4426f89e9c2e539b8349dac819fc92ec7430990d4ee13ed0b76d1c80a5d21b9b007d51f6d1a69dcece3cc872a91d53201aee7538d0,test,două situații necesită o abordare diferită,0.0,0.0,6,6,42,42,medium_3_6s,none,0,0,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26958097.mp3,cred că împreună am elaborat un text coerent,cred că împreună am elaborat un text coerent,common_voice,5.407,cv_e2dadcb554998639b5ed4a4426f89e9c2e539b8349dac819fc92ec7430990d4ee13ed0b76d1c80a5d21b9b007d51f6d1a69dcece3cc872a91d53201aee7538d0,1,test,1,3,5.407,cv_e2dadcb554998639b5ed4a4426f89e9c2e539b8349dac819fc92ec7430990d4ee13ed0b76d1c80a5d21b9b007d51f6d1a69dcece3cc872a91d53201aee7538d0,test,cred că împreună am elaborat un text coerent,0.0,0.0,8,8,44,44,medium_3_6s,none,0,0,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36974537.mp3,nu te voi lasa sa m-il iei,nu te voi lăsați să îmi iliei,common_voice,3.139,cv_e95282dca65d129851ff46d8d57a1ba7339ef6f43feaa349ac973a04acb1aab4044fa2fbcd77864b805893ec02414e1586584b9b7ef3d491385f4011dc4c2ef9,1,test,1,3,3.139,cv_e95282dca65d129851ff46d8d57a1ba7339ef6f43feaa349ac973a04acb1aab4044fa2fbcd77864b805893ec02414e1586584b9b7ef3d491385f4011dc4c2ef9,test,nu te voi lasa sa m-il iei,0.5714285714285714,0.3076923076923077,7,7,26,29,medium_3_6s,substitution,4,0,0,4
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36974682.mp3,aici principiul precauției trebuie să prevaleze,aici principil precauție trebuie să prevaleze,common_voice,5.083,cv_e95282dca65d129851ff46d8d57a1ba7339ef6f43feaa349ac973a04acb1aab4044fa2fbcd77864b805893ec02414e1586584b9b7ef3d491385f4011dc4c2ef9,2,test,2,2,5.083,cv_e95282dca65d129851ff46d8d57a1ba7339ef6f43feaa349ac973a04acb1aab4044fa2fbcd77864b805893ec02414e1586584b9b7ef3d491385f4011dc4c2ef9,test,aici principiul precauției trebuie să prevaleze,0.3333333333333333,0.0425531914893617,6,6,47,45,medium_3_6s,substitution,2,0,0,2
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_29341747.mp3,nu mai putem aștepta prea mult,nu mai putem așteptare mult,common_voice,4.436,cv_f9455b7032d119a5e89f7d18a68a29a08c671a325279426a5256f5fe0a709fe28099d76715644902956f50ed1edeb08e5dc7fa9464a22e99d37f8e8465f58494,0,test,0,3,4.436,cv_f9455b7032d119a5e89f7d18a68a29a08c671a325279426a5256f5fe0a709fe28099d76715644902956f50ed1edeb08e5dc7fa9464a22e99d37f8e8465f58494,test,nu mai putem aștepta prea mult,0.3333333333333333,0.1,6,5,30,27,medium_3_6s,substitution,1,1,0,2
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_29341752.mp3,libertatea de gândire este o valoare universală,libertate de gădire este o valoare universală,common_voice,4.184,cv_f9455b7032d119a5e89f7d18a68a29a08c671a325279426a5256f5fe0a709fe28099d76715644902956f50ed1edeb08e5dc7fa9464a22e99d37f8e8465f58494,1,test,1,0,4.184,cv_f9455b7032d119a5e89f7d18a68a29a08c671a325279426a5256f5fe0a709fe28099d76715644902956f50ed1edeb08e5dc7fa9464a22e99d37f8e8465f58494,test,libertatea de gândire este o valoare universală,0.2857142857142857,0.06382978723404255,7,7,47,45,medium_3_6s,substitution,2,0,0,2
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_31031738.mp3,permiteți-mi să numesc doar trei dintre acestea,permiteți-mi să numesc doar trei dintre acestea,common_voice,5.516,cv_1e1ac6abf2b0ddb102b0b417acd55df6d31cd9a47f30973c8bec25d3e5f06a9d07f9858b8fe680d27acdfbcd449f417839e11d71f7cd6ae89ac3dd516e615189,0,test,0,3,5.516,cv_1e1ac6abf2b0ddb102b0b417acd55df6d31cd9a47f30973c8bec25d3e5f06a9d07f9858b8fe680d27acdfbcd449f417839e11d71f7cd6ae89ac3dd516e615189,test,permiteți-mi să numesc doar trei dintre acestea,0.0,0.0,7,7,47,47,medium_3_6s,none,0,0,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_31031741.mp3,iti poruncesc sa bei niste apa,iti porunce să bein niște apă,common_voice,3.535,cv_1e1ac6abf2b0ddb102b0b417acd55df6d31cd9a47f30973c8bec25d3e5f06a9d07f9858b8fe680d27acdfbcd449f417839e11d71f7cd6ae89ac3dd516e615189,1,test,1,3,3.535,cv_1e1ac6abf2b0ddb102b0b417acd55df6d31cd9a47f30973c8bec25d3e5f06a9d07f9858b8fe680d27acdfbcd449f417839e11d71f7cd6ae89ac3dd516e615189,test,iti poruncesc sa bei niste apa,0.8333333333333334,0.2,6,6,30,29,medium_3_6s,substitution,5,0,0,5
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_31031804.mp3,iti voi da mai multe monede de aur,eți voi da mai multe monete de aur,common_voice,2.959,cv_1e1ac6abf2b0ddb102b0b417acd55df6d31cd9a47f30973c8bec25d3e5f06a9d07f9858b8fe680d27acdfbcd449f417839e11d71f7cd6ae89ac3dd516e615189,1,test,1,1,2.959,cv_1e1ac6abf2b0ddb102b0b417acd55df6d31cd9a47f30973c8bec25d3e5f06a9d07f9858b8fe680d27acdfbcd449f417839e11d71f7cd6ae89ac3dd516e615189,test,iti voi da mai multe monede de aur,0.25,0.08823529411764706,8,8,34,34,short_<3s,substitution,2,0,0,2
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36952677.mp3,problemele aici sunt mediul și producția de energie,probleme la iti sunt mediul și producția de energie,common_voice,5.048,cv_2eb2c5522074a55c3e81d3354e8176498bf3ce501d2720601c3adaf9d4b2afbe57c2180eaeffd0a623831f4b6b2ab8c20cc3af9da4f48152e4a7d2eaa0ac4380,2,test,2,1,5.048,cv_2eb2c5522074a55c3e81d3354e8176498bf3ce501d2720601c3adaf9d4b2afbe57c2180eaeffd0a623831f4b6b2ab8c20cc3af9da4f48152e4a7d2eaa0ac4380,test,problemele aici sunt mediul și producția de energie,0.375,0.0784313725490196,8,9,51,51,medium_3_6s,substitution,2,0,1,3
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36952678.mp3,trebuie să se adapteze la criză,trebuie să se adapteze la criză,common_voice,4.22,cv_2eb2c5522074a55c3e81d3354e8176498bf3ce501d2720601c3adaf9d4b2afbe57c2180eaeffd0a623831f4b6b2ab8c20cc3af9da4f48152e4a7d2eaa0ac4380,1,test,1,2,4.22,cv_2eb2c5522074a55c3e81d3354e8176498bf3ce501d2720601c3adaf9d4b2afbe57c2180eaeffd0a623831f4b6b2ab8c20cc3af9da4f48152e4a7d2eaa0ac4380,test,trebuie să se adapteze la criză,0.0,0.0,6,6,31,31,medium_3_6s,none,0,0,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36952685.mp3,se datorează excelentei cooperări a grupurilor,se datoarează excelentei cooperări a grupurilor,common_voice,5.263,cv_2eb2c5522074a55c3e81d3354e8176498bf3ce501d2720601c3adaf9d4b2afbe57c2180eaeffd0a623831f4b6b2ab8c20cc3af9da4f48152e4a7d2eaa0ac4380,2,test,2,3,5.263,cv_2eb2c5522074a55c3e81d3354e8176498bf3ce501d2720601c3adaf9d4b2afbe57c2180eaeffd0a623831f4b6b2ab8c20cc3af9da4f48152e4a7d2eaa0ac4380,test,se datorează excelentei cooperări a grupurilor,0.16666666666666666,0.021739130434782608,6,6,46,47,medium_3_6s,substitution,1,0,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_25460522.mp3,coordonarea trebuie să existe la nivel internațional,cordonarea trebuie să există la nivel internațional,common_voice,6.792,cv_b76a992461a807ab02045e493a55ddb84f8989ad885cba4729ceb5267af6696228bf63e52f46e62becbb030c70e692fd91bf5a73f7590956c70ce9ff10293c9e,2,test,2,2,6.792,cv_b76a992461a807ab02045e493a55ddb84f8989ad885cba4729ceb5267af6696228bf63e52f46e62becbb030c70e692fd91bf5a73f7590956c70ce9ff10293c9e,test,coordonarea trebuie să existe la nivel internațional,0.2857142857142857,0.038461538461538464,7,7,52,51,long_>6s,substitution,2,0,0,2
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_25460524.mp3,vă prezentăm informații la zi,vă prezentăm informații la zi,common_voice,4.812,cv_b76a992461a807ab02045e493a55ddb84f8989ad885cba4729ceb5267af6696228bf63e52f46e62becbb030c70e692fd91bf5a73f7590956c70ce9ff10293c9e,0,test,0,3,4.812,cv_b76a992461a807ab02045e493a55ddb84f8989ad885cba4729ceb5267af6696228bf63e52f46e62becbb030c70e692fd91bf5a73f7590956c70ce9ff10293c9e,test,vă prezentăm informații la zi,0.0,0.0,5,5,29,29,medium_3_6s,none,0,0,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_25460526.mp3,situația este gravă după cum știți,situația este gravă după cum știți,common_voice,4.956,cv_b76a992461a807ab02045e493a55ddb84f8989ad885cba4729ceb5267af6696228bf63e52f46e62becbb030c70e692fd91bf5a73f7590956c70ce9ff10293c9e,0,test,0,0,4.956,cv_b76a992461a807ab02045e493a55ddb84f8989ad885cba4729ceb5267af6696228bf63e52f46e62becbb030c70e692fd91bf5a73f7590956c70ce9ff10293c9e,test,situația este gravă după cum știți,0.0,0.0,6,6,34,34,medium_3_6s,none,0,0,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_30420990.mp3,planificăm de asemenea să urmăm o abordare paralelă,planificăm de astemenea să urmăm o abordare paralelă,common_voice,4.688,cv_d9dbfc8f4536c9fbfb4b77524000411efada19a2cd7b6d4628061839252df218f916bb77e0409baee88f79daf26bc2a5825de8aad0d6ff086b39e1b9d714da6b,1,test,1,1,4.688,cv_d9dbfc8f4536c9fbfb4b77524000411efada19a2cd7b6d4628061839252df218f916bb77e0409baee88f79daf26bc2a5825de8aad0d6ff086b39e1b9d714da6b,test,planificăm de asemenea să urmăm o abordare paralelă,0.125,0.0196078431372549,8,8,51,52,medium_3_6s,substitution,1,0,0,1
