audio_path,reference,prediction,sample_wer,sample_cer,audio_cluster,sentence_cluster,actual_duration_seconds,words_per_second,rms_mean_db,silence_ratio,snr_proxy_db,spectral_centroid_mean,zero_crossing_rate_mean,dominant_error,num_substitutions,num_deletions,num_insertions
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_25257722.mp3,cum putem eticheta astfel de produse,cum puțe meci chetă astfel de produție,0.6666666666666666,0.2222222222222222,0,1,3.636,1.6501650165016502,-25.44976285825689,0.3684210526315789,75.5512155396773,2288.494845419172,0.22460080866228072,substitution,3,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_25383838.mp3,nu pentru îndrumătoarea de an ci pentru prietena lui,nu pentru un drumătoare de ani și pentru prieten alui,0.6666666666666666,0.1346153846153846,0,0,4.716,1.9083969465648853,-23.708945851182218,0.33559322033898303,76.23618119258924,2213.925438644564,0.22219941737288135,substitution,5,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_24091456.mp3,curtea lăcașului sfânt a devenit neîncăpătoare,curte alăcașului sfânt a devenit de încăpătoare,0.6666666666666666,0.08695652173913043,0,0,4.68,1.2820512820512822,-26.818797950853718,0.4232081911262799,66.70426384311523,1943.1813626512849,0.16493574018771331,substitution,3,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26267297.mp3,iubirea ar putea face din mine totul chiar și un geniu,dubirea putea face zemine totul chiar se ungeniu,0.6363636363636364,0.2037037037037037,1,1,3.96,2.7777777777777777,-24.1554340263357,0.34274193548387094,64.56996131255922,1307.0810417760133,0.09280887726814516,substitution,4,3,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26285796.mp3,locurile de muncă reprezintă o altă provocare majoră,ul locul rădemun care prezintă o altă provocare majoră,0.625,0.25,0,1,3.636,2.2002200220022003,-21.89880331883007,0.31140350877192985,68.2866636503958,1071.181190364686,0.07049667626096491,substitution,4,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36949803.mp3,provin dintr-o țară cu un climat foarte umed,proven din trățară cu climat foarte umeză,0.625,0.22727272727272727,1,1,4.788,1.670843776106934,-27.726427666980598,0.39,46.398704590670576,1436.687026297209,0.088837890625,substitution,4,1,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26261360.mp3,creșterea nu poate fi realizată numai prin economii,greșterea nu poate fi realizată în mai primei comuni,0.625,0.19607843137254902,0,0,3.456,2.314814814814815,-18.42492400558414,0.11981566820276497,42.605593404759205,1362.1445873961677,0.11980216733870967,substitution,4,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_20718590.mp3,sistemele de pensii țin de competența statelor membre,sistemele depențe cine de competență a statelor membre,0.625,0.1509433962264151,2,1,4.536,1.7636684303350971,-34.91551442396015,0.3485915492957746,173.22921794074787,1606.1360158717384,0.1292569872359155,substitution,5,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36974537.mp3,nu te voi lasa sa m-il iei,nu te voi lăsați să îmi iliei,0.5714285714285714,0.3076923076923077,1,0,3.132,2.234993614303959,-25.001295914278245,0.41836734693877553,44.594185889636755,1289.0167101248926,0.08682437818877552,substitution,4,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_20392223.mp3,dar și asta pare acum prea puțin povestește ema,dar și asta pare acum prea puțin că o să te știu ema,0.5555555555555556,0.2127659574468085,0,0,4.584,1.9633507853403143,-19.787671569091707,0.24041811846689895,41.51597900039639,1667.4607969614199,0.13682423236062718,insertion,1,0,4
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_20349611.mp3,noi trebuie să luptăm pentru locuri fruntașe în clasament,noi trebuie să îl dăm pentru locul frântaștent clasament,0.5555555555555556,0.19298245614035087,1,1,3.864,2.329192546583851,-22.768140250797046,0.2975206611570248,52.30233499559618,2070.817687040601,0.15317503873966942,substitution,5,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_39921894.mp3,plăcerea ceamai bună e aceea pe care o dai,plăcerea cea mai bună e aceea pe carodai,0.5555555555555556,0.09523809523809523,0,1,4.5,2.0,-16.445663082349387,0.3617021276595745,191.6328637936022,1295.5782778698822,0.10766082114361702,substitution,2,2,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_29082395.mp3,iubirea pe care eu si tu am impartasit-o in acea noapte,iube era pe care eu și tu a umpartășit-o în acea noapte,0.5454545454545454,0.16363636363636364,2,1,5.976,1.8406961178045516,-28.730830680285102,0.3315508021390374,60.895346665777325,1710.050539713525,0.11310108205213903,substitution,5,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_24021373.mp3,a fost acuzat pentru săvârșirea infracțiunii de neglijență în serviciu,a fost acuzat pentru să vă ieși réinfecționii de necrigență în serviciu,0.5,0.21428571428571427,2,0,5.832,1.7146776406035666,-22.786886098834437,0.18082191780821918,55.15479284723405,2476.393947332781,0.2292353381849315,substitution,3,0,2
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26285645.mp3,simțeam că o iau razna așa că am mers la un psiholog,sințeam cu iau raznă așa că amez la un psiholog,0.5,0.17307692307692307,1,1,3.636,3.3003300330033003,-22.59452607268753,0.32894736842105265,71.5405486210717,1503.9923738025986,0.11780855948464912,substitution,4,2,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26285867.mp3,ei numesc această atitudine soft power,e numesc această astitută din soft power,0.5,0.15789473684210525,1,0,3.636,1.6501650165016502,-26.065074234509996,0.4473684210526316,66.92593334886018,1467.107207081662,0.11101545367324561,substitution,2,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_27803059.mp3,cineva a întrebat ce ar însemna acest lucru,cineva întreba ce are înseamnă acest lucru,0.5,0.13953488372093023,1,0,3.744,2.1367521367521367,-35.74202710647013,0.3191489361702128,43.030350168738465,1982.7001377244064,0.18690990691489362,substitution,3,1,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26261917.mp3,consiliul împărtășește acest punct de vedere,consilul împartăjești de acest punct de vedere,0.5,0.13636363636363635,0,1,3.24,1.8518518518518516,-21.820417419896163,0.17733990147783252,60.38544340090803,1247.5796886212345,0.10950969827586207,substitution,2,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_23609793.mp3,țăranii își cultivă în fiecare an de-ale gurii,feranii își cultiv în fiecare an de aleguri,0.5,0.13043478260869565,0,1,3.384,2.3640661938534278,-20.02063736456102,0.33490566037735847,51.57653962058752,1527.9419277568877,0.1313015919811321,substitution,4,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_30685643.mp3,vrem beneficiile și le vrem acum,vream beneficilă și te vrem acum,0.5,0.125,0,1,3.996,1.5015015015015014,-39.49830804397188,0.316,43.02483154368755,1617.6554799686494,0.122875,substitution,3,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_30399053.mp3,iti multumesc foarte mult,ți mulțumesc foarte mult,0.5,0.12,0,1,3.924,1.019367991845056,-27.819761997684516,0.5853658536585366,47.968552254559356,2450.091531234871,0.18732136051829268,substitution,2,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_25110749.mp3,ce am făcut in domeniul gazelor naturale lichefiate,ce am făcut în domeniul cazelor naturalele richefiate,0.5,0.09803921568627451,2,1,7.596,1.05318588730911,-27.102785337602413,0.42947368421052634,56.38233957335488,2224.049865998773,0.18124588815789475,substitution,4,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_27113881.mp3,a ști carte nu înseamnă a ști înțelepciune,aștii carte nu înseamnă aștii înțelepciune,0.5,0.09523809523809523,0,0,4.86,1.6460905349794237,-29.999527746989653,0.4506578947368421,61.31542915633457,1510.623787629365,0.14731316817434212,substitution,2,2,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_25287989.mp3,nu am putut-o sfătui să nu plătească banii,nu am putut o asfătui să nu plătească bani,0.5,0.07142857142857142,1,0,4.14,1.9323671497584543,-20.86036596703063,0.3861003861003861,70.70311361899506,1434.7976122659832,0.13067839044401544,substitution,3,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26267021.mp3,pe de o parte suntem îngrijorați,pe deoparte suntem îngrijorați,0.5,0.0625,1,0,3.42,1.7543859649122808,-19.998739315406254,0.37850467289719625,76.38607948480947,1855.7838071397953,0.1614522488317757,deletion,1,2,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_25257758.mp3,trebuie să reducem supracapacitatea anumitor flote,trebuie să reducem supracapacitatea a numităr flăte,0.5,0.06,2,0,4.896,1.2254901960784315,-26.471574532972223,0.38436482084690554,74.5435589412412,1977.4685889929908,0.18820617874592835,substitution,2,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_34056570.mp3,falsa modestie este un lucru mult mai nesuferit decât orice lăudăroșenie,falța modestii este un lucru mult mai nezferit decât orice lăudă roșenie,0.45454545454545453,0.06944444444444445,2,0,5.688,1.9338959212376934,-29.13567857626321,0.27808988764044945,49.38353998816551,1682.877644890297,0.12292617626404495,substitution,4,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_25181357.mp3,polițiștii au luat probe aseară de la locul incidentului,polițiște au luat probe a să arăt la locul incidentului,0.4444444444444444,0.14285714285714285,0,0,4.428,2.032520325203252,-45.289938270605894,0.3935018050541516,162.75669645802276,1020.360269233737,0.07811794900722022,substitution,3,0,1
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_25887192.mp3,nu te faci vânător doar ca să admiri natura,nu te face vânătoar doar că se admiri natura,0.4444444444444444,0.09302325581395349,0,0,4.14,2.173913043478261,-26.591214277145014,0.38223938223938225,59.66402900340741,1253.1016903961606,0.10370038006756757,substitution,4,0,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26261870.mp3,primul aspect se referă la paradisurile fiscale,primul aspect se referă la care adici ușii fiscale,0.42857142857142855,0.19148936170212766,2,1,4.356,1.6069788797061524,-22.473335569265167,0.32967032967032966,63.216199052958345,1889.2978210927774,0.1938959478021978,insertion,1,0,2
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_30399121.mp3,doresc să mă axez pe cele tari,doresc să mă acces pe celătari,0.42857142857142855,0.16666666666666666,0,1,5.22,1.3409961685823755,-24.92530012374239,0.5412844036697247,49.8439125789334,2437.3883623840566,0.19231711104740062,substitution,2,1,0
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26261269.mp3,pot să-i asigur că nu este adevărat,port să-i asigur că nu ești de adevărat,0.42857142857142855,0.14285714285714285,1,0,3.348,2.090800477897252,-23.06969041686795,0.3047619047619048,51.28107586344317,1207.1908643412464,0.10457124255952381,substitution,2,0,1
