audio_path,transcript,source,duration_seconds,difficulty_rating,speaker_id,recording_id,observation,cluster,split,cv_path,age,gender,accents,variant,up_votes,down_votes,segment,duration_bucket,word_count,char_count
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_25216227.mp3,acest lucru este criticabil și inacceptabil,common_voice,5.3,1,cv_e8c613921e4255c4269303be186d22d63ed943eaccb8ef9bb6307a055389ee558c76d08abb8dbaa8fa906b9f755e019f69e4d626e795157cb598895537a4fd86,cv_common_voice_ro_25216227.mp3,,0,train,common_voice_ro_25216227.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,6,43
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36928985.mp3,aceste tulburări au loc și mai frecvent acum,common_voice,4.723,1,cv_eaf55b9db50a78c871d19c7a2bf2b1e38fb76948e9e740cf210647da353a63424caf67dd5f905a3ef39155223d5615b63c7cd9ca650b8124f52e8d12caf4c64b,cv_common_voice_ro_36928985.mp3,,2,test,common_voice_ro_36928985.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,8,44
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26972328.mp3,judecătorii vor continua protestele până la cinci octombrie,common_voice,5.66,1,cv_ece96f35f70df144e4e13d873e55706e04cc73a73512ddd9d27e9fcec5e7bfd57fdd48ec6053e7545154d6dc1873be4a8fd04c64f5c946ee246722fbc76200bd,cv_common_voice_ro_26972328.mp3,,2,test,common_voice_ro_26972328.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,8,59
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26233630.mp3,ieri am dezbătut acest nou instrument,common_voice,3.896,1,cv_f4338a558ec4bbe6081e51847c6b1632609a497e9edd4229f3d893811eecb2a3be145c1f54a54b6150a868d3cd78cc85b6eeebcdbb04866789a07b87939ef59a,cv_common_voice_ro_26233630.mp3,,0,validation,common_voice_ro_26233630.mp3,twenties,female_feminine,unknown,unknown,2,0,,medium_3_6s,6,37
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_31940680.mp3,iar responsabilitatea umană este foarte importantă,common_voice,5.731,1,cv_10994d0e31bfb925e08fcdd48a4150e8aee5d8b8a7c3471acfd3c4d960bbeb703439fcd878aee53d8be951362164f54d2416ede4fc97caa2c66813b8988a8be7,cv_common_voice_ro_31940680.mp3,,2,train,common_voice_ro_31940680.mp3,twenties,male_masculine,Muntenesc,Romanian-Romania,2,0,,medium_3_6s,6,50
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_31940681.mp3,aceste probleme sunt de o importanță majoră,common_voice,4.976,1,cv_10994d0e31bfb925e08fcdd48a4150e8aee5d8b8a7c3471acfd3c4d960bbeb703439fcd878aee53d8be951362164f54d2416ede4fc97caa2c66813b8988a8be7,cv_common_voice_ro_31940681.mp3,,2,train,common_voice_ro_31940681.mp3,twenties,male_masculine,Muntenesc,Romanian-Romania,4,0,,medium_3_6s,7,43
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_32168743.mp3,dacă era nouă zero nu era nicio problemă nu comenta nimeni,common_voice,5.011,1,cv_11be96b5f6e9c87ff4e252606b727fa13e3e4983b11f9ccc20c34cbf829d69a8f4424451de4af08a58c58a38f5d513c3dc3b8e57d1cb28db77105e4c8ca88242,cv_common_voice_ro_32168743.mp3,,1,validation,common_voice_ro_32168743.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,11,58
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_32168745.mp3,iti inteleg sentimentele,common_voice,2.708,1,cv_11be96b5f6e9c87ff4e252606b727fa13e3e4983b11f9ccc20c34cbf829d69a8f4424451de4af08a58c58a38f5d513c3dc3b8e57d1cb28db77105e4c8ca88242,cv_common_voice_ro_32168745.mp3,,1,validation,common_voice_ro_32168745.mp3,unknown,unknown,unknown,unknown,2,0,,short_<3s,3,24
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26964111.mp3,greșelile se îndreaptă păcatele se răzbună,common_voice,4.075,1,cv_2084a4b51061d12b4cdfd4935cf87cc895f614863f9e6d37bb5d63c9ef9920de834c2d1a570fbbf859a2949ed0e90059d90c55784cdb2fbf2a1f343982e7f291,cv_common_voice_ro_26964111.mp3,,0,validation,common_voice_ro_26964111.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,6,42
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26964113.mp3,acest lucru nu poate fi ignorat,common_voice,3.428,1,cv_2084a4b51061d12b4cdfd4935cf87cc895f614863f9e6d37bb5d63c9ef9920de834c2d1a570fbbf859a2949ed0e90059d90c55784cdb2fbf2a1f343982e7f291,cv_common_voice_ro_26964113.mp3,,0,validation,common_voice_ro_26964113.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,6,31
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26946965.mp3,vă mulțumesc foarte mult pentru efortul depus,common_voice,4.327,1,cv_2169829938e088329284b7abaf6997b4d32067b6b1e4189db4f058ea7e2882c2a7f066ae44110b5e3b04b81679341a37eb8d5092b5d3e9e3133fd30c0f2ebb15,cv_common_voice_ro_26946965.mp3,,1,validation,common_voice_ro_26946965.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,7,45
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26947324.mp3,situația umanitară de acolo este intolerabilă,common_voice,4.003,1,cv_2169829938e088329284b7abaf6997b4d32067b6b1e4189db4f058ea7e2882c2a7f066ae44110b5e3b04b81679341a37eb8d5092b5d3e9e3133fd30c0f2ebb15,cv_common_voice_ro_26947324.mp3,,0,validation,common_voice_ro_26947324.mp3,unknown,unknown,unknown,unknown,2,1,,medium_3_6s,6,45
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36910902.mp3,oare este prea mult sau prea puțin,common_voice,3.284,1,cv_25ec696cfffba24d36797e469717e728915560052ae2deedd479ecd99c99d2bcc89aa4e331f91a657b19ab8a12bfb2b25792cb1840aa86201f8390621bbca313,cv_common_voice_ro_36910902.mp3,,1,test,common_voice_ro_36910902.mp3,unknown,unknown,i have a eastern european accent|calm accent,unknown,2,0,,medium_3_6s,7,34
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_36910903.mp3,aceasta ne ghidează în alegerea voturilor noastre,common_voice,3.716,1,cv_25ec696cfffba24d36797e469717e728915560052ae2deedd479ecd99c99d2bcc89aa4e331f91a657b19ab8a12bfb2b25792cb1840aa86201f8390621bbca313,cv_common_voice_ro_36910903.mp3,,1,test,common_voice_ro_36910903.mp3,unknown,unknown,i have a eastern european accent|calm accent,unknown,2,0,,medium_3_6s,7,49
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_23862620.mp3,cât suntem dispuși să punem pe masă,common_voice,4.422,1,cv_2e310539ade7da7d4d13341c6835ad5da54adfb69a1a17b0db32d6c9bd4038e7dcfeb720cb380f3583a85c45b80c2d49908af92763a994f8526be06990a25c25,cv_common_voice_ro_23862620.mp3,,0,test,common_voice_ro_23862620.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,7,35
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_27897194.mp3,acesta este drumul spre haos și conflicte,common_voice,4.795,1,cv_2e310539ade7da7d4d13341c6835ad5da54adfb69a1a17b0db32d6c9bd4038e7dcfeb720cb380f3583a85c45b80c2d49908af92763a994f8526be06990a25c25,cv_common_voice_ro_27897194.mp3,,0,test,common_voice_ro_27897194.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,7,41
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_37808198.mp3,așadar am fost foarte activi în acest sens,common_voice,5.155,1,cv_4a609cc1840fdc11255e5e57565ebdce23fbdd430963c5f8fcda197c8175f3b56a326e10d1ac3345e8c7cd0f9311fa8fc4aad37d0df57c7323f0c181682fb03a,cv_common_voice_ro_37808198.mp3,,2,test,common_voice_ro_37808198.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,8,42
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_37808200.mp3,apoi mai este problema persoanelor care returnate,common_voice,5.984,1,cv_4a609cc1840fdc11255e5e57565ebdce23fbdd430963c5f8fcda197c8175f3b56a326e10d1ac3345e8c7cd0f9311fa8fc4aad37d0df57c7323f0c181682fb03a,cv_common_voice_ro_37808200.mp3,,2,test,common_voice_ro_37808200.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,7,49
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_27322226.mp3,am plecat în altă parte,common_voice,4.436,1,cv_4b94b89490f8037c43899d2659dcd3e5ee38697f5a6fe211644ae2fcdb578426e08d4328a271c82fa04c66c0f78c67399caa7d6c2c926695ec2fbb8d19ffbc6b,cv_common_voice_ro_27322226.mp3,,1,train,common_voice_ro_27322226.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,5,23
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_27322491.mp3,totuși vă voi oferi un exemplu,common_voice,4.292,1,cv_4b94b89490f8037c43899d2659dcd3e5ee38697f5a6fe211644ae2fcdb578426e08d4328a271c82fa04c66c0f78c67399caa7d6c2c926695ec2fbb8d19ffbc6b,cv_common_voice_ro_27322491.mp3,,1,train,common_voice_ro_27322491.mp3,thirties,male_masculine,unknown,unknown,2,0,,medium_3_6s,6,30
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26991235.mp3,întrebarea nu are deocamdată răspuns,common_voice,3.752,1,cv_5b47bc20aa90689e31e67c5cbd8a079a07df3fd4bab8dc322a6fc4f0ee2cd3f185bd2bd164901fa8f7d0c4ef4587b5c7b89db32be7609e6b679f08f1feddd0ef,cv_common_voice_ro_26991235.mp3,,1,test,common_voice_ro_26991235.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,5,36
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_26991286.mp3,care este domeniul de aplicare a evaluării,common_voice,4.58,1,cv_5b47bc20aa90689e31e67c5cbd8a079a07df3fd4bab8dc322a6fc4f0ee2cd3f185bd2bd164901fa8f7d0c4ef4587b5c7b89db32be7609e6b679f08f1feddd0ef,cv_common_voice_ro_26991286.mp3,,1,test,common_voice_ro_26991286.mp3,unknown,unknown,unknown,unknown,2,0,,medium_3_6s,7,42
data/raw/common_voice/cv-corpus-25.0-2026-03-09/ro/clips/common_voice_ro_30558046.mp3,oamenii sunt însă liniștiți,common_voice,3.571,1,cv_5d9789f01465cef4c722e6ff12b0a4feb26e08d71e9fd25117cce3185584265b016a40d4ee7ca543cffe23ab847e44b05d33f2e5d25d6d2b0e54f208299b10c4,cv_common_voice_ro_30558046.mp3,,0,train,common_voice_ro_30558046.mp3,fourties,male_masculine,unknown,unknown,2,0,,medium_3_6s,4,27
